Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-10-19 04:00:00-04:00,175.1,175.41,175.05,175.29,0,0.0,0.0
2023-10-19 04:05:00-04:00,175.19,175.35,175.15,175.22,0,0.0,0.0
2023-10-19 04:10:00-04:00,175.22,175.32,174.91,174.92,0,0.0,0.0
2023-10-19 04:15:00-04:00,174.95,175.2,174.93,174.95,0,0.0,0.0
2023-10-19 04:20:00-04:00,174.95,175.0,174.87,174.91,0,0.0,0.0
2023-10-19 04:25:00-04:00,174.94,175.15,174.91,175.0,0,0.0,0.0
2023-10-19 04:30:00-04:00,174.96,175.18,174.95,175.15,0,0.0,0.0
2023-10-19 04:35:00-04:00,175.15,175.17,174.99,174.99,0,0.0,0.0
2023-10-19 04:40:00-04:00,174.96,175.07,174.92,175.02,0,0.0,0.0
2023-10-19 04:45:00-04:00,175.07,175.19,174.94,175.03,0,0.0,0.0
2023-10-19 04:50:00-04:00,175.06,175.11,174.99,174.99,0,0.0,0.0
2023-10-19 04:55:00-04:00,175.02,175.02,174.95,174.96,0,0.0,0.0
2023-10-19 05:00:00-04:00,174.96,174.98,174.9,174.92,0,0.0,0.0
2023-10-19 05:05:00-04:00,174.94,175.05,174.89,175.05,0,0.0,0.0
2023-10-19 05:10:00-04:00,175.05,175.11,175.0,175.11,0,0.0,0.0
2023-10-19 05:15:00-04:00,175.11,175.11,175.03,175.06,0,0.0,0.0
2023-10-19 05:20:00-04:00,175.03,175.11,175.02,175.03,0,0.0,0.0
2023-10-19 05:25:00-04:00,175.05,175.15,175.01,175.15,0,0.0,0.0
2023-10-19 05:30:00-04:00,175.1,175.35,175.1,175.21,0,0.0,0.0
2023-10-19 05:35:00-04:00,175.28,175.35,175.23,175.35,0,0.0,0.0
2023-10-19 05:40:00-04:00,175.33,175.4,175.33,175.39,0,0.0,0.0
2023-10-19 05:45:00-04:00,175.39,175.48,175.35,175.42,0,0.0,0.0
2023-10-19 05:50:00-04:00,175.35,175.49,175.34,175.48,0,0.0,0.0
2023-10-19 05:55:00-04:00,175.45,175.66,175.42,175.53,0,0.0,0.0
2023-10-19 06:00:00-04:00,175.55,175.6,175.47,175.53,0,0.0,0.0
2023-10-19 06:05:00-04:00,175.53,175.54,175.47,175.53,0,0.0,0.0
2023-10-19 06:10:00-04:00,175.53,175.53,175.42,175.43,0,0.0,0.0
2023-10-19 06:15:00-04:00,175.42,175.46,175.42,175.46,0,0.0,0.0
2023-10-19 06:20:00-04:00,175.45,175.56,175.44,175.56,0,0.0,0.0
2023-10-19 06:25:00-04:00,175.56,175.64,175.52,175.64,0,0.0,0.0
2023-10-19 06:30:00-04:00,175.63,175.71,175.61,175.66,0,0.0,0.0
2023-10-19 06:35:00-04:00,175.74,175.79,175.61,175.79,0,0.0,0.0
2023-10-19 06:40:00-04:00,175.77,175.79,175.72,175.78,0,0.0,0.0
2023-10-19 06:45:00-04:00,175.78,175.8,175.73,175.73,0,0.0,0.0
2023-10-19 06:50:00-04:00,175.73,175.8,175.7,175.74,0,0.0,0.0
2023-10-19 06:55:00-04:00,175.72,175.74,175.69,175.72,0,0.0,0.0
2023-10-19 07:00:00-04:00,175.72,175.77,175.64,175.68,0,0.0,0.0
2023-10-19 07:05:00-04:00,175.67,175.67,175.57,175.63,0,0.0,0.0
2023-10-19 07:10:00-04:00,175.61,175.68,175.55,175.57,0,0.0,0.0
2023-10-19 07:15:00-04:00,175.58,175.63,175.56,175.57,0,0.0,0.0
2023-10-19 07:20:00-04:00,175.57,175.6,175.54,175.56,0,0.0,0.0
2023-10-19 07:25:00-04:00,175.57,175.6,175.53,175.57,0,0.0,0.0
2023-10-19 07:30:00-04:00,175.57,175.61,175.43,175.44,0,0.0,0.0
2023-10-19 07:35:00-04:00,175.44,175.45,175.17,175.24,0,0.0,0.0
2023-10-19 07:40:00-04:00,175.28,175.43,175.25,175.38,0,0.0,0.0
2023-10-19 07:45:00-04:00,175.31,175.34,175.17,175.28,0,0.0,0.0
2023-10-19 07:50:00-04:00,175.3,175.4,175.3,175.34,0,0.0,0.0
2023-10-19 07:55:00-04:00,175.34,175.36,175.2,175.3,0,0.0,0.0
2023-10-19 08:00:00-04:00,175.64,175.84,174.78,175.25,0,0.0,0.0
2023-10-19 08:05:00-04:00,175.25,175.3,175.16,175.17,0,0.0,0.0
2023-10-19 08:10:00-04:00,175.22,175.4,175.18,175.4,0,0.0,0.0
2023-10-19 08:15:00-04:00,175.33,175.46,175.225,175.44,0,0.0,0.0
2023-10-19 08:20:00-04:00,175.44,175.49,175.38,175.47,0,0.0,0.0
2023-10-19 08:25:00-04:00,175.49,175.59,175.44,175.5,0,0.0,0.0
2023-10-19 08:30:00-04:00,175.56,175.7,175.13,175.6,0,0.0,0.0
2023-10-19 08:35:00-04:00,175.57,176.885,175.51,176.15,0,0.0,0.0
2023-10-19 08:40:00-04:00,176.1,176.19,176.0,176.19,0,0.0,0.0
2023-10-19 08:45:00-04:00,176.16,176.4,176.025,176.23,0,0.0,0.0
2023-10-19 08:50:00-04:00,176.19,176.24,175.84,176.19,0,0.0,0.0
2023-10-19 08:55:00-04:00,176.24,176.28,176.03,176.195,0,0.0,0.0
2023-10-19 09:00:00-04:00,176.19,176.2,176.07,176.16,0,0.0,0.0
2023-10-19 09:05:00-04:00,176.17,176.39,176.15,176.369,0,0.0,0.0
2023-10-19 09:10:00-04:00,176.31,176.4,176.2,176.325,0,0.0,0.0
2023-10-19 09:30:00-04:00,176.0399932861328,176.66000366210938,175.92999267578125,176.34500122070312,3670548,0.0,0.0
2023-10-19 09:35:00-04:00,176.35000610351562,176.4199981689453,175.84500122070312,176.06869506835938,647834,0.0,0.0
2023-10-19 09:40:00-04:00,176.05999755859375,176.2550048828125,175.9499969482422,176.1300048828125,700119,0.0,0.0
2023-10-19 09:45:00-04:00,176.13999938964844,176.39999389648438,176.1199951171875,176.3699951171875,625303,0.0,0.0
