Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-10-04 04:00:00-04:00,311.35,312.48,311.05,311.79,0,0.0,0.0
2023-10-04 04:05:00-04:00,311.77,311.77,311.06,311.15,0,0.0,0.0
2023-10-04 04:10:00-04:00,311.25,311.72,310.89,311.16,0,0.0,0.0
2023-10-04 04:15:00-04:00,311.18,311.65,311.04,311.44,0,0.0,0.0
2023-10-04 04:20:00-04:00,311.44,311.55,311.0,311.55,0,0.0,0.0
2023-10-04 04:25:00-04:00,311.48,311.89,311.48,311.84,0,0.0,0.0
2023-10-04 04:30:00-04:00,311.85,312.1,311.83,311.93,0,0.0,0.0
2023-10-04 04:35:00-04:00,311.95,312.0,311.75,311.95,0,0.0,0.0
2023-10-04 04:40:00-04:00,311.95,312.17,311.73,312.1,0,0.0,0.0
2023-10-04 04:45:00-04:00,312.15,312.15,311.93,311.93,0,0.0,0.0
2023-10-04 04:50:00-04:00,311.93,312.17,311.9,311.95,0,0.0,0.0
2023-10-04 04:55:00-04:00,312.09,312.17,312.09,312.1,0,0.0,0.0
2023-10-04 05:00:00-04:00,312.14,312.16,311.74,311.93,0,0.0,0.0
2023-10-04 05:05:00-04:00,311.93,312.17,311.84,312.17,0,0.0,0.0
2023-10-04 05:10:00-04:00,312.17,312.2,311.93,312.2,0,0.0,0.0
2023-10-04 05:15:00-04:00,312.05,312.26,312.0,312.26,0,0.0,0.0
2023-10-04 05:20:00-04:00,312.39,312.52,312.15,312.4,0,0.0,0.0
2023-10-04 05:25:00-04:00,312.17,312.68,312.14,312.33,0,0.0,0.0
2023-10-04 05:30:00-04:00,312.4,312.69,312.39,312.69,0,0.0,0.0
2023-10-04 05:35:00-04:00,312.67,312.88,312.6,312.8,0,0.0,0.0
2023-10-04 05:40:00-04:00,312.77,312.8,312.71,312.75,0,0.0,0.0
2023-10-04 05:45:00-04:00,312.75,312.75,312.33,312.75,0,0.0,0.0
2023-10-04 05:50:00-04:00,312.73,312.83,312.5,312.8,0,0.0,0.0
2023-10-04 05:55:00-04:00,312.65,312.79,312.55,312.55,0,0.0,0.0
2023-10-04 06:00:00-04:00,312.58,312.79,312.56,312.79,0,0.0,0.0
2023-10-04 06:05:00-04:00,312.79,312.79,312.58,312.6,0,0.0,0.0
2023-10-04 06:10:00-04:00,312.77,312.8,312.6,312.8,0,0.0,0.0
2023-10-04 06:15:00-04:00,312.77,312.8,312.61,312.8,0,0.0,0.0
2023-10-04 06:20:00-04:00,312.79,312.98,312.79,312.98,0,0.0,0.0
2023-10-04 06:25:00-04:00,312.94,313.01,312.64,313.0,0,0.0,0.0
2023-10-04 06:30:00-04:00,312.98,312.98,312.7,312.75,0,0.0,0.0
2023-10-04 06:35:00-04:00,312.75,312.75,312.51,312.52,0,0.0,0.0
2023-10-04 06:40:00-04:00,312.56,312.58,312.3,312.3,0,0.0,0.0
2023-10-04 06:45:00-04:00,312.36,312.36,312.06,312.29,0,0.0,0.0
2023-10-04 06:50:00-04:00,312.19,312.19,311.93,312.19,0,0.0,0.0
2023-10-04 06:55:00-04:00,312.14,312.63,312.14,312.49,0,0.0,0.0
2023-10-04 07:00:00-04:00,312.53,312.75,312.5,312.75,0,0.0,0.0
2023-10-04 07:05:00-04:00,312.7,313.61,312.7,313.61,0,0.0,0.0
2023-10-04 07:10:00-04:00,313.47,313.71,313.27,313.56,0,0.0,0.0
2023-10-04 07:15:00-04:00,313.58,313.99,313.57,313.77,0,0.0,0.0
2023-10-04 07:20:00-04:00,313.75,313.86,313.65,313.65,0,0.0,0.0
2023-10-04 07:25:00-04:00,313.8,313.84,313.6,313.61,0,0.0,0.0
2023-10-04 07:30:00-04:00,313.51,313.79,313.51,313.65,0,0.0,0.0
2023-10-04 07:35:00-04:00,313.72,313.75,313.58,313.7,0,0.0,0.0
2023-10-04 07:40:00-04:00,313.58,313.8,313.58,313.79,0,0.0,0.0
2023-10-04 07:45:00-04:00,313.75,314.7,313.75,314.67,0,0.0,0.0
2023-10-04 07:50:00-04:00,314.68,314.68,314.4,314.42,0,0.0,0.0
2023-10-04 07:55:00-04:00,314.4,314.4,314.16,314.36,0,0.0,0.0
2023-10-04 08:00:00-04:00,312.49,314.7,310.62,314.1,0,0.0,0.0
2023-10-04 08:05:00-04:00,314.1,314.35,313.71,313.95,0,0.0,0.0
2023-10-04 08:10:00-04:00,313.85,313.94,313.63,313.81,0,0.0,0.0
2023-10-04 08:15:00-04:00,313.88,315.6,313.84,314.942,0,0.0,0.0
2023-10-04 08:20:00-04:00,314.8,315.4,314.56,314.82,0,0.0,0.0
2023-10-04 08:25:00-04:00,315.05,315.32,313.39,314.75,0,0.0,0.0
2023-10-04 08:30:00-04:00,314.9,315.02,314.5,315.0,0,0.0,0.0
2023-10-04 08:35:00-04:00,315.07,315.45,314.7,315.25,0,0.0,0.0
2023-10-04 08:40:00-04:00,315.24,315.85,315.01,315.75,0,0.0,0.0
2023-10-04 08:45:00-04:00,315.61,320.945,313.915,315.68,0,0.0,0.0
2023-10-04 08:50:00-04:00,315.7,315.7,315.15,315.26,0,0.0,0.0
2023-10-04 08:55:00-04:00,315.2,315.4,314.76,314.76,0,0.0,0.0
2023-10-04 09:00:00-04:00,315.0,315.14,314.4,315.07,0,0.0,0.0
2023-10-04 09:05:00-04:00,314.808,315.3,314.67,315.18,0,0.0,0.0
2023-10-04 09:10:00-04:00,315.08,315.09,314.52,314.75,0,0.0,0.0
2023-10-04 09:30:00-04:00,314.0299987792969,316.6000061035156,314.0,316.52850341796875,990335,0.0,0.0
2023-10-04 09:35:00-04:00,316.55999755859375,317.4562072753906,316.3500061035156,317.1300048828125,483934,0.0,0.0
2023-10-04 09:40:00-04:00,317.1498107910156,317.2699890136719,316.625,316.8699951171875,383939,0.0,0.0
2023-10-04 09:45:00-04:00,316.8800048828125,317.8800048828125,316.7300109863281,317.364990234375,299517,0.0,0.0
2023-10-04 09:50:00-04:00,317.3399963378906,317.5259094238281,316.07000732421875,316.57501220703125,345603,0.0,0.0
2023-10-04 09:55:00-04:00,316.57501220703125,316.8999938964844,316.1600036621094,316.7550048828125,222313,0.0,0.0
2023-10-04 10:00:00-04:00,316.7650146484375,317.1499938964844,315.57000732421875,315.6300048828125,303662,0.0,0.0
2023-10-04 10:05:00-04:00,315.6347961425781,316.0,315.1199951171875,315.4200134277344,274926,0.0,0.0
2023-10-04 10:10:00-04:00,315.4949951171875,316.3500061035156,315.4949951171875,316.25,248104,0.0,0.0
2023-10-04 10:15:00-04:00,316.25,316.510009765625,315.6199951171875,316.493408203125,255300,0.0,0.0
2023-10-04 10:20:00-04:00,316.489990234375,316.6099853515625,315.4200134277344,315.8999938964844,173623,0.0,0.0
2023-10-04 10:25:00-04:00,315.8999938964844,316.5150146484375,315.5899963378906,315.8299865722656,245533,0.0,0.0
2023-10-04 10:30:00-04:00,315.8699951171875,317.4100036621094,315.8699951171875,317.3999938964844,262962,0.0,0.0
2023-10-04 10:35:00-04:00,317.3999938964844,317.8500061035156,317.3900146484375,317.5299987792969,264429,0.0,0.0
2023-10-04 10:40:00-04:00,317.55999755859375,318.32000732421875,317.5299987792969,317.80999755859375,330137,0.0,0.0
2023-10-04 10:45:00-04:00,317.7900085449219,318.1700134277344,316.7099914550781,316.7900085449219,298746,0.0,0.0
2023-10-04 10:50:00-04:00,316.7799987792969,317.25,316.75,316.7781982421875,138938,0.0,0.0
2023-10-04 10:55:00-04:00,316.760009765625,316.989990234375,316.5,316.8900146484375,157228,0.0,0.0
2023-10-04 11:00:00-04:00,316.8800048828125,317.6099853515625,316.6600036621094,317.3900146484375,128971,0.0,0.0
