Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-10-17 04:00:00-04:00,140.34,140.53,140.2,140.46,0,0.0,0.0
2023-10-17 04:05:00-04:00,140.42,140.42,140.38,140.39,0,0.0,0.0
2023-10-17 04:10:00-04:00,140.44,140.44,140.44,140.44,0,0.0,0.0
2023-10-17 04:15:00-04:00,140.37,140.37,140.35,140.35,0,0.0,0.0
2023-10-17 04:20:00-04:00,140.25,140.25,140.23,140.25,0,0.0,0.0
2023-10-17 04:25:00-04:00,140.3,140.3,140.3,140.3,0,0.0,0.0
2023-10-17 04:30:00-04:00,140.2,140.2,140.08,140.08,0,0.0,0.0
2023-10-17 04:35:00-04:00,140.08,140.08,140.0,140.0,0,0.0,0.0
2023-10-17 04:45:00-04:00,140.08,140.08,140.08,140.08,0,0.0,0.0
2023-10-17 04:50:00-04:00,140.05,140.05,140.0,140.03,0,0.0,0.0
2023-10-17 05:00:00-04:00,140.02,140.04,139.92,140.03,0,0.0,0.0
2023-10-17 05:05:00-04:00,140.05,140.15,140.05,140.09,0,0.0,0.0
2023-10-17 05:10:00-04:00,140.04,140.04,140.03,140.03,0,0.0,0.0
2023-10-17 05:15:00-04:00,140.12,140.15,140.04,140.08,0,0.0,0.0
2023-10-17 05:20:00-04:00,140.1,140.2,140.09,140.16,0,0.0,0.0
2023-10-17 05:25:00-04:00,140.06,140.06,139.99,139.99,0,0.0,0.0
2023-10-17 05:30:00-04:00,140.02,140.02,139.92,139.92,0,0.0,0.0
2023-10-17 05:35:00-04:00,140.0,140.0,140.0,140.0,0,0.0,0.0
2023-10-17 05:40:00-04:00,140.02,140.02,140.02,140.02,0,0.0,0.0
2023-10-17 05:45:00-04:00,140.07,140.14,140.05,140.14,0,0.0,0.0
2023-10-17 05:50:00-04:00,140.09,140.09,140.07,140.07,0,0.0,0.0
2023-10-17 05:55:00-04:00,140.1,140.1,140.1,140.1,0,0.0,0.0
2023-10-17 06:00:00-04:00,140.02,140.02,140.02,140.02,0,0.0,0.0
2023-10-17 06:05:00-04:00,140.02,140.02,139.93,139.93,0,0.0,0.0
2023-10-17 06:10:00-04:00,139.97,140.06,139.97,140.06,0,0.0,0.0
2023-10-17 06:15:00-04:00,139.97,140.02,139.92,140.02,0,0.0,0.0
2023-10-17 06:25:00-04:00,139.97,139.97,139.97,139.97,0,0.0,0.0
2023-10-17 06:30:00-04:00,139.9,139.9,139.84,139.86,0,0.0,0.0
2023-10-17 06:35:00-04:00,140.0,140.01,140.0,140.01,0,0.0,0.0
2023-10-17 06:40:00-04:00,139.91,139.91,139.91,139.91,0,0.0,0.0
2023-10-17 06:45:00-04:00,139.95,139.95,139.89,139.89,0,0.0,0.0
2023-10-17 06:50:00-04:00,139.99,139.99,139.99,139.99,0,0.0,0.0
2023-10-17 06:55:00-04:00,139.99,140.05,139.99,140.05,0,0.0,0.0
2023-10-17 07:00:00-04:00,139.92,140.04,139.8,139.95,0,0.0,0.0
2023-10-17 07:05:00-04:00,139.95,139.96,139.86,139.86,0,0.0,0.0
2023-10-17 07:10:00-04:00,139.87,139.89,139.81,139.84,0,0.0,0.0
2023-10-17 07:15:00-04:00,139.9,139.9,139.88,139.9,0,0.0,0.0
2023-10-17 07:20:00-04:00,139.9,139.92,139.83,139.83,0,0.0,0.0
2023-10-17 07:25:00-04:00,139.81,139.81,139.8,139.81,0,0.0,0.0
2023-10-17 07:30:00-04:00,139.87,139.95,139.87,139.9,0,0.0,0.0
2023-10-17 07:35:00-04:00,139.98,140.0,139.97,140.0,0,0.0,0.0
2023-10-17 07:40:00-04:00,139.99,140.06,139.99,140.0,0,0.0,0.0
2023-10-17 07:45:00-04:00,140.07,140.11,140.04,140.04,0,0.0,0.0
2023-10-17 07:50:00-04:00,140.04,140.15,140.03,140.15,0,0.0,0.0
2023-10-17 07:55:00-04:00,140.08,140.15,139.96,140.09,0,0.0,0.0
2023-10-17 08:00:00-04:00,139.86,140.4,139.5,140.05,0,0.0,0.0
2023-10-17 08:05:00-04:00,140.25,140.25,139.85,139.85,0,0.0,0.0
2023-10-17 08:10:00-04:00,139.885,139.97,139.885,139.93,0,0.0,0.0
2023-10-17 08:15:00-04:00,139.875,139.95,139.8,139.875,0,0.0,0.0
2023-10-17 08:20:00-04:00,139.8,139.95,139.8,139.88,0,0.0,0.0
2023-10-17 08:25:00-04:00,139.9,139.99,139.81,139.99,0,0.0,0.0
2023-10-17 08:30:00-04:00,139.85,140.21,139.54,139.65,0,0.0,0.0
2023-10-17 08:35:00-04:00,139.65,139.71,139.52,139.605,0,0.0,0.0
2023-10-17 08:40:00-04:00,139.71,139.93,139.62,139.85,0,0.0,0.0
2023-10-17 08:45:00-04:00,139.74,139.91,139.53,139.91,0,0.0,0.0
2023-10-17 08:50:00-04:00,139.84,139.92,139.5166,139.62,0,0.0,0.0
2023-10-17 08:55:00-04:00,139.73,139.78,139.6,139.6,0,0.0,0.0
2023-10-17 09:00:00-04:00,139.6,139.79,139.41,139.44,0,0.0,0.0
2023-10-17 09:05:00-04:00,139.49,139.58,139.44,139.58,0,0.0,0.0
2023-10-17 09:10:00-04:00,139.53,139.575,139.42,139.5,0,0.0,0.0
2023-10-17 09:30:00-04:00,140.02999877929688,140.07000732421875,139.39999389648438,139.8800048828125,880587,0.0,0.0
2023-10-17 09:35:00-04:00,139.88999938964844,140.1699981689453,139.74000549316406,139.89999389648438,337303,0.0,0.0
2023-10-17 09:40:00-04:00,139.8800048828125,139.8800048828125,139.42999267578125,139.5449981689453,295260,0.0,0.0
2023-10-17 09:45:00-04:00,139.5399932861328,139.5449981689453,138.98500061035156,139.1999969482422,365480,0.0,0.0
2023-10-17 09:50:00-04:00,139.2050018310547,139.33900451660156,138.52870178222656,138.88999938964844,251820,0.0,0.0
2023-10-17 09:55:00-04:00,138.89500427246094,139.30999755859375,138.8249969482422,139.23089599609375,239079,0.0,0.0
2023-10-17 10:00:00-04:00,139.23500061035156,139.38999938964844,139.1999969482422,139.3000030517578,248988,0.0,0.0
2023-10-17 10:05:00-04:00,139.32000732421875,139.6300048828125,139.1199951171875,139.5500030517578,233082,0.0,0.0
2023-10-17 10:10:00-04:00,139.55999755859375,139.74000549316406,139.36000061035156,139.6300048828125,202523,0.0,0.0
2023-10-17 10:15:00-04:00,139.6300048828125,139.83999633789062,139.58999633789062,139.75,167239,0.0,0.0
2023-10-17 10:20:00-04:00,139.75,140.0500030517578,139.6199951171875,139.86000061035156,226249,0.0,0.0
2023-10-17 10:25:00-04:00,139.83999633789062,140.0500030517578,139.8300018310547,140.00999450683594,149336,0.0,0.0
2023-10-17 10:30:00-04:00,140.00999450683594,140.30999755859375,139.9499969482422,140.27999877929688,202362,0.0,0.0
2023-10-17 10:35:00-04:00,140.3000030517578,140.75,140.27000427246094,140.5399932861328,302603,0.0,0.0
2023-10-17 10:40:00-04:00,140.52999877929688,140.60000610351562,139.97000122070312,140.0500030517578,346057,0.0,0.0
2023-10-17 10:45:00-04:00,140.05999755859375,140.33999633789062,140.0500030517578,140.3300018310547,191505,0.0,0.0
2023-10-17 10:50:00-04:00,140.33999633789062,140.36000061035156,140.0449981689453,140.11000061035156,133365,0.0,0.0
2023-10-17 10:55:00-04:00,140.11500549316406,140.27000427246094,139.9499969482422,140.0050048828125,149904,0.0,0.0
2023-10-17 11:00:00-04:00,140.0,140.11000061035156,139.7899932861328,140.0,228900,0.0,0.0
2023-10-17 11:05:00-04:00,140.00999450683594,140.22999572753906,139.97000122070312,140.0800018310547,188854,0.0,0.0
2023-10-17 11:10:00-04:00,140.0800018310547,140.27999877929688,140.07000732421875,140.2100067138672,136648,0.0,0.0
2023-10-17 11:15:00-04:00,140.22000122070312,140.4698944091797,140.10000610351562,140.4250030517578,208936,0.0,0.0
2023-10-17 11:20:00-04:00,140.43499755859375,140.50999450683594,140.05999755859375,140.10000610351562,167746,0.0,0.0
2023-10-17 11:25:00-04:00,140.0850067138672,140.13499450683594,139.9949951171875,140.00999450683594,154923,0.0,0.0
2023-10-17 11:30:00-04:00,140.01499938964844,140.3800048828125,140.01499938964844,140.36810302734375,166049,0.0,0.0
2023-10-17 11:35:00-04:00,140.33999633789062,140.60000610351562,140.125,140.27000427246094,251950,0.0,0.0
2023-10-17 11:40:00-04:00,140.25999450683594,140.33999633789062,140.13999938964844,140.1699981689453,127541,0.0,0.0
2023-10-17 11:45:00-04:00,140.17999267578125,140.5,140.0800018310547,140.49000549316406,154216,0.0,0.0
2023-10-17 11:50:00-04:00,140.5,140.5,140.10000610351562,140.19000244140625,143349,0.0,0.0
2023-10-17 11:55:00-04:00,140.19000244140625,140.47999572753906,140.17999267578125,140.47000122070312,107901,0.0,0.0
2023-10-17 12:00:00-04:00,140.47999572753906,140.80499267578125,140.47000122070312,140.7899932861328,193353,0.0,0.0
2023-10-17 12:05:00-04:00,140.8000030517578,140.86500549316406,140.6699981689453,140.80999755859375,209130,0.0,0.0
2023-10-17 12:10:00-04:00,140.80499267578125,140.88499450683594,140.6649932861328,140.85499572753906,133913,0.0,0.0
2023-10-17 12:15:00-04:00,140.86000061035156,140.97999572753906,140.82000732421875,140.8800048828125,95105,0.0,0.0
2023-10-17 12:20:00-04:00,140.88499450683594,141.0749969482422,140.8300018310547,140.94000244140625,160001,0.0,0.0
2023-10-17 12:25:00-04:00,140.94500732421875,141.08999633789062,140.9149932861328,141.0050048828125,101452,0.0,0.0
2023-10-17 12:30:00-04:00,141.0,141.11000061035156,140.91000366210938,140.91000366210938,121424,0.0,0.0
2023-10-17 12:35:00-04:00,140.91000366210938,141.1699981689453,140.85000610351562,141.1699981689453,127925,0.0,0.0
2023-10-17 12:40:00-04:00,141.15499877929688,141.1999053955078,141.0800018310547,141.11000061035156,100723,0.0,0.0
2023-10-17 12:45:00-04:00,141.10000610351562,141.19000244140625,140.97999572753906,141.1699981689453,205334,0.0,0.0
2023-10-17 12:50:00-04:00,141.1699981689453,141.25,141.05999755859375,141.22999572753906,77648,0.0,0.0
2023-10-17 12:55:00-04:00,141.2100067138672,141.25,140.8800048828125,141.04490661621094,143262,0.0,0.0
2023-10-17 13:00:00-04:00,141.0399932861328,141.11500549316406,140.97000122070312,141.0399932861328,130708,0.0,0.0
2023-10-17 13:05:00-04:00,141.0399932861328,141.22000122070312,141.02999877929688,141.1699981689453,106153,0.0,0.0
2023-10-17 13:10:00-04:00,141.1699981689453,141.1699981689453,141.05999755859375,141.05999755859375,73287,0.0,0.0
2023-10-17 13:15:00-04:00,141.05999755859375,141.1009063720703,140.94000244140625,141.0800018310547,98984,0.0,0.0
2023-10-17 13:20:00-04:00,141.07179260253906,141.17999267578125,140.9199981689453,140.9199981689453,114053,0.0,0.0
2023-10-17 13:25:00-04:00,140.9199981689453,140.97999572753906,140.85000610351562,140.89999389648438,88894,0.0,0.0
2023-10-17 13:30:00-04:00,140.88999938964844,140.88999938964844,140.6300048828125,140.82000732421875,157506,0.0,0.0
2023-10-17 13:35:00-04:00,140.82000732421875,140.8699951171875,140.63999938964844,140.66160583496094,95215,0.0,0.0
2023-10-17 13:40:00-04:00,140.6699981689453,140.75999450683594,140.5500030517578,140.6999969482422,109647,0.0,0.0
2023-10-17 13:45:00-04:00,140.7100067138672,140.74000549316406,140.55999755859375,140.74000549316406,79217,0.0,0.0
