Ticker,Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
MSFT,2023-10-10 04:00:00-04:00,330.02,330.73,330.02,330.5,0,0.0,0.0
MSFT,2023-10-10 04:05:00-04:00,330.35,330.55,330.28,330.28,0,0.0,0.0
MSFT,2023-10-10 04:10:00-04:00,330.28,330.87,330.28,330.77,0,0.0,0.0
MSFT,2023-10-10 04:15:00-04:00,330.6,330.84,330.35,330.6,0,0.0,0.0
MSFT,2023-10-10 04:20:00-04:00,330.48,330.87,330.48,330.83,0,0.0,0.0
MSFT,2023-10-10 04:25:00-04:00,330.63,331.09,330.63,330.81,0,0.0,0.0
MSFT,2023-10-10 04:30:00-04:00,331.1,331.15,330.77,330.82,0,0.0,0.0
MSFT,2023-10-10 04:35:00-04:00,331.0,331.1,330.99,331.1,0,0.0,0.0
MSFT,2023-10-10 04:40:00-04:00,331.1,331.1,330.9,331.02,0,0.0,0.0
MSFT,2023-10-10 04:45:00-04:00,331.08,331.16,331.01,331.15,0,0.0,0.0
MSFT,2023-10-10 04:50:00-04:00,331.2,331.29,331.01,331.27,0,0.0,0.0
MSFT,2023-10-10 04:55:00-04:00,331.07,331.29,331.07,331.27,0,0.0,0.0
MSFT,2023-10-10 05:00:00-04:00,331.15,331.24,331.08,331.14,0,0.0,0.0
MSFT,2023-10-10 05:05:00-04:00,331.14,331.24,331.0,331.06,0,0.0,0.0
MSFT,2023-10-10 05:10:00-04:00,331.05,331.08,331.0,331.01,0,0.0,0.0
MSFT,2023-10-10 05:15:00-04:00,331.01,331.09,331.01,331.06,0,0.0,0.0
MSFT,2023-10-10 05:20:00-04:00,331.04,331.3,331.04,331.15,0,0.0,0.0
MSFT,2023-10-10 05:25:00-04:00,331.16,331.3,331.16,331.3,0,0.0,0.0
MSFT,2023-10-10 05:30:00-04:00,331.28,331.28,331.08,331.11,0,0.0,0.0
MSFT,2023-10-10 05:35:00-04:00,331.2,331.3,331.08,331.29,0,0.0,0.0
MSFT,2023-10-10 05:40:00-04:00,331.28,331.3,331.12,331.15,0,0.0,0.0
MSFT,2023-10-10 05:45:00-04:00,331.16,331.18,331.12,331.15,0,0.0,0.0
MSFT,2023-10-10 05:50:00-04:00,331.11,331.17,331.09,331.11,0,0.0,0.0
MSFT,2023-10-10 05:55:00-04:00,331.25,331.3,331.09,331.3,0,0.0,0.0
MSFT,2023-10-10 06:00:00-04:00,331.16,331.28,331.04,331.1,0,0.0,0.0
MSFT,2023-10-10 06:05:00-04:00,331.15,331.3,331.15,331.3,0,0.0,0.0
MSFT,2023-10-10 06:10:00-04:00,331.28,331.3,331.08,331.08,0,0.0,0.0
MSFT,2023-10-10 06:15:00-04:00,331.12,331.29,331.05,331.05,0,0.0,0.0
