Ticker,Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
MSFT,2023-10-13 04:00:00-04:00,331.7,332.0,330.99,331.7,0,0.0,0.0
MSFT,2023-10-13 04:05:00-04:00,331.95,331.98,331.66,331.88,0,0.0,0.0
MSFT,2023-10-13 04:10:00-04:00,331.94,331.94,331.7,331.8,0,0.0,0.0
MSFT,2023-10-13 04:15:00-04:00,331.8,331.8,331.5,331.5,0,0.0,0.0
MSFT,2023-10-13 04:20:00-04:00,331.55,331.68,331.51,331.53,0,0.0,0.0
MSFT,2023-10-13 04:25:00-04:00,331.51,331.64,331.4,331.5,0,0.0,0.0
MSFT,2023-10-13 04:30:00-04:00,331.45,331.68,331.37,331.68,0,0.0,0.0
MSFT,2023-10-13 04:35:00-04:00,331.54,331.68,331.41,331.54,0,0.0,0.0
MSFT,2023-10-13 04:40:00-04:00,331.55,331.55,330.99,331.06,0,0.0,0.0
MSFT,2023-10-13 04:45:00-04:00,331.3,331.3,331.07,331.07,0,0.0,0.0
MSFT,2023-10-13 04:50:00-04:00,331.05,331.06,330.81,331.02,0,0.0,0.0
MSFT,2023-10-13 04:55:00-04:00,331.21,331.21,330.81,330.89,0,0.0,0.0
MSFT,2023-10-13 05:00:00-04:00,331.03,331.03,330.6,330.8,0,0.0,0.0
MSFT,2023-10-13 05:05:00-04:00,330.72,331.02,330.17,330.38,0,0.0,0.0
MSFT,2023-10-13 05:10:00-04:00,330.23,330.51,330.16,330.38,0,0.0,0.0
MSFT,2023-10-13 05:15:00-04:00,330.37,330.5,330.0,330.26,0,0.0,0.0
MSFT,2023-10-13 05:20:00-04:00,330.06,330.25,330.05,330.25,0,0.0,0.0
MSFT,2023-10-13 05:25:00-04:00,330.25,330.39,330.05,330.1,0,0.0,0.0
MSFT,2023-10-13 05:30:00-04:00,330.01,330.38,330.01,330.06,0,0.0,0.0
MSFT,2023-10-13 05:35:00-04:00,330.12,330.27,330.07,330.18,0,0.0,0.0
MSFT,2023-10-13 05:40:00-04:00,330.2,330.29,329.63,329.9,0,0.0,0.0
MSFT,2023-10-13 05:45:00-04:00,329.83,329.97,329.63,329.75,0,0.0,0.0
MSFT,2023-10-13 05:50:00-04:00,329.76,329.94,329.09,329.21,0,0.0,0.0
MSFT,2023-10-13 05:55:00-04:00,329.27,329.36,328.54,328.92,0,0.0,0.0
MSFT,2023-10-13 06:00:00-04:00,328.92,329.63,328.87,329.62,0,0.0,0.0
MSFT,2023-10-13 06:05:00-04:00,329.51,329.69,329.26,329.38,0,0.0,0.0
MSFT,2023-10-13 06:10:00-04:00,329.2,329.64,329.06,329.6,0,0.0,0.0
MSFT,2023-10-13 06:15:00-04:00,329.59,329.77,329.41,329.45,0,0.0,0.0
MSFT,2023-10-13 06:20:00-04:00,329.44,329.57,329.15,329.43,0,0.0,0.0
MSFT,2023-10-13 06:25:00-04:00,329.4,329.44,329.2,329.31,0,0.0,0.0
MSFT,2023-10-13 06:30:00-04:00,329.43,329.66,329.32,329.66,0,0.0,0.0
MSFT,2023-10-13 06:35:00-04:00,329.45,329.65,329.42,329.65,0,0.0,0.0
